"","term","type","polarity","polarity_revision"
"9440","desadaptada","adj",-1,"A"
"9441","desadaptadas","adj",-1,"A"
"9442","desadaptado","adj",-1,"A"
"9443","desadaptados","adj",-1,"A"
"9444","desadaptar","vb",1,"A"
"9445","desadmoestar","vb",1,"A"
"9446","desadorado","adj",-1,"A"
"9447","desadorar","vb",-1,"A"
"9448","desadormecer","vb",1,"A"
"9449","desadormentar","vb",1,"A"
"9450","desadunar","vb",1,"A"
"9451","desafaimar","vb",1,"A"
"9452","desafamar","vb",1,"A"
"9453","desafazer-se","vb",0,"A"
"9454","desafecta","adj",-1,"A"
"9455","desafectada","adj",1,"A"
"9456","desafectadas","adj",1,"A"
"9457","desafectado","adj",1,"A"
"9458","desafectados","adj",1,"A"
"9459","desafectas","adj",-1,"A"
"9460","desafecto","adj",-1,"A"
"9461","desafectos","adj",-1,"A"
"9462","desafeicoar-se","vb",1,"A"
"9463","desafeitar","vb",1,"A"
"9464","desaferrar","vb",1,"A"
"9465","desaferrar-se","vb",1,"A"
"9466","desafeta","adj",-1,"A"
"9467","desafetado","adj",1,"A"
"9468","desafetas","adj",-1,"A"
"9469","desafeto","adj",-1,"A"
"9470","desafetos","adj",-1,"A"
"9471","desafiada","adj",-1,"A"
"9472","desafiadas","adj",-1,"A"
"9473","desafiado","adj",-1,"A"
"9474","desafiador","adj",0,"M"
"9475","desafiadora","adj",0,"M"
"9476","desafiadoras","adj",0,"M"
"9477","desafiadores","adj",0,"M"
"9478","desafiados","adj",-1,"A"
"9479","desafiante","adj",0,"A"
"9480","desafiantes","adj",0,"A"
"9481","desafiar","vb",1,"A"
"9482","desafinada","adj",-1,"A"
"9483","desafinadas","adj",-1,"A"
"9484","desafinado","adj",-1,"A"
"9485","desafinados","adj",-1,"A"
"9486","desafinar","vb",-1,"A"
"9487","desafixar","vb",1,"A"
"9488","desafligir","vb",1,"A"
"9489","desafogada","adj",1,"M"
"9490","desafogadas","adj",1,"M"
"9491","desafogado","adj",1,"M"
"9492","desafogados","adj",1,"M"
"9493","desafogar","vb",-1,"A"
"9494","desafogar-se","vb",-1,"A"
"9495","desafoguear","vb",0,"A"
"9496","desaforada","adj",-1,"A"
"9497","desaforadas","adj",-1,"A"
"9498","desaforado","adj",-1,"A"
"9499","desaforados","adj",-1,"A"
"9500","desaforida","adj",-1,"A"
"9501","desaforidas","adj",-1,"A"
"9502","desaforido","adj",-1,"A"
"9503","desaforidos","adj",-1,"A"
"9504","desafortunada","adj",-1,"A"
"9505","desafortunadas","adj",-1,"A"
"9506","desafortunado","adj",-1,"A"
"9507","desafortunados","adj",-1,"A"
"9508","desafrontar","vb",-1,"A"
"9509","desagaloar","vb",1,"A"
"9510","desagarrar","vb",1,"A"
"9511","desagasalhar","vb",1,"A"
"9512","desaglomerar","vb",1,"A"
"9513","desagoniar","vb",1,"A"
"9514","desagradada","adj",-1,"A"
"9515","desagradadas","adj",-1,"A"
"9516","desagradado","adj",-1,"A"
"9517","desagradados","adj",-1,"A"
"9518","desagradar","vb",-1,"A"
"9519","desagradaveis","adj",-1,"M"
"9520","desagradavel","adj",-1,"M"
"9521","desagradavel","adj",-1,"M"
"9522","desagradecida","adj",-1,"A"
"9523","desagradecidas","adj",-1,"A"
"9524","desagradecido","adj",-1,"A"
"9525","desagradecidos","adj",-1,"A"
"9526","desagravar","vb",1,"A"
"9527","desagregar","vb",-1,"A"
"9528","desagregar-se","vb",1,"A"
"9529","desagrilhoar","vb",1,"A"
"9530","desaguar","vb",-1,"A"
"9531","desairosa","adj",-1,"A"
"9532","desairosas","adj",-1,"A"
"9533","desairoso","adj",-1,"A"
"9534","desairosos","adj",-1,"A"
"9535","desajeitada","adj",-1,"A"
"9536","desajeitadas","adj",-1,"A"
"9537","desajeitado","adj",-1,"A"
"9538","desajeitados","adj",-1,"A"
"9539","desajeitar","vb",-1,"A"
"9540","desajoujar","vb",-1,"A"
"9541","desajudado","adj",-1,"A"
"9542","desajudar","vb",-1,"A"
"9543","desajuntar","vb",-1,"A"
"9544","desajustada","adj",-1,"A"
"9545","desajustadas","adj",-1,"A"
"9546","desajustado","adj",-1,"A"
"9547","desajustados","adj",-1,"A"
"9548","desajustar","vb",-1,"A"
"9549","desalagar","vb",-1,"A"
"9550","desalentada","adj",-1,"A"
"9551","desalentadas","adj",-1,"A"
"9552","desalentado","adj",-1,"A"
"9553","desalentador","adj",-1,"A"
"9554","desalentados","adj",-1,"A"
"9555","desalentar","vb",1,"A"
"9556","desalforjar","vb",-1,"A"
"9557","desaliar","vb",0,"A"
"9558","desalijar","vb",-1,"A"
"9559","desalinhada","adj",-1,"A"
"9560","desalinhadas","adj",-1,"A"
"9561","desalinhado","adj",-1,"A"
"9562","desalinhados","adj",-1,"A"
"9563","desalinhar","vb",-1,"A"
"9564","desalmada","adj",-1,"A"
"9565","desalmadas","adj",-1,"A"
"9566","desalmado","adj",-1,"A"
"9567","desalmados","adj",-1,"A"
"9568","desalmo","adj",-1,"A"
"9569","desalojada","adj",-1,"A"
"9570","desalojadas","adj",-1,"A"
"9571","desalojado","adj",-1,"A"
"9572","desalojados","adj",-1,"A"
"9573","desalojar","vb",1,"A"
"9574","desalterar","vb",0,"A"
"9575","desalterar-se","vb",1,"A"
"9576","desalumiado","adj",-1,"A"
"9577","desamagoar-se","vb",1,"A"
"9578","desamanhar","vb",-1,"A"
"9579","desamar","vb",1,"A"
"9580","desamarrar","vb",1,"A"
"9581","desamarrotar","vb",1,"A"
"9582","desamassar","vb",1,"A"
"9583","desamavel","adj",-1,"A"
"9584","desamistar","vb",-1,"A"
"9585","desamoedar","vb",1,"A"
"9586","desamolgar","vb",1,"A"
"9587","desamontoar","vb",1,"A"
"9588","desamorado","adj",-1,"A"
"9589","desamoravel","adj",-1,"A"
"9590","desamoroso","adj",-1,"A"
"9591","desamotinar","vb",0,"A"
"9592","desamparada","adj",-1,"A"
"9593","desamparadas","adj",-1,"A"
"9594","desamparado","adj",-1,"A"
"9595","desamparados","adj",-1,"A"
"9596","desamparar","vb",-1,"A"
"9597","desancar","vb",-1,"A"
"9598","desancorar","vb",1,"A"
"9599","desandar","vb",0,"A"
"9600","desanexar","vb",1,"A"
"9601","desangustiar","vb",1,"A"
"9602","desanimada","adj",-1,"A"
"9603","desanimadas","adj",-1,"A"
"9604","desanimado","adj",-1,"A"
"9605","desanimador","adj",-1,"M"
"9606","desanimadora","adj",-1,"M"
"9607","desanimadoras","adj",-1,"M"
"9608","desanimadores","adj",-1,"M"
"9609","desanimados","adj",-1,"A"
"9610","desanimar","vb",0,"A"
"9611","desanuviado","adj",1,"A"
"9612","desanuviar","vb",0,"A"
"9613","desapadrinhar","vb",1,"A"
"9614","desapagar","vb",0,"A"
"9615","desapaixonada","adj",-1,"A"
"9616","desapaixonadas","adj",-1,"A"
"9617","desapaixonado","adj",-1,"A"
"9618","desapaixonados","adj",-1,"A"
"9619","desaparafusada","adj",-1,"A"
"9620","desaparafusadas","adj",-1,"A"
"9621","desaparafusado","adj",-1,"A"
"9622","desaparafusados","adj",-1,"A"
"9623","desaparecer","vb",0,"A"
"9624","desaparecida","adj",-1,"A"
"9625","desaparecidas","adj",-1,"A"
"9626","desaparecido","adj",-1,"A"
"9627","desaparecidos","adj",-1,"A"
"9628","desaparelhada","adj",-1,"A"
"9629","desaparelhadas","adj",-1,"A"
"9630","desaparelhado","adj",-1,"A"
"9631","desaparelhados","adj",-1,"A"
"9632","desaparelhar","vb",-1,"A"
"9633","desapartar","vb",-1,"A"
"9634","desapear","vb",-1,"A"
"9635","desapegada","adj",-1,"A"
"9636","desapegadas","adj",-1,"A"
"9637","desapegado","adj",-1,"A"
"9638","desapegados","adj",-1,"A"
"9639","desapercebida","adj",1,"A"
"9640","desapercebido","adj",1,"A"
"9641","desapertar","vb",-1,"A"
"9642","desapertar-se","vb",-1,"A"
"9643","desapiedada","adj",-1,"A"
"9644","desapiedadas","adj",-1,"A"
"9645","desapiedado","adj",-1,"A"
"9646","desapiedados","adj",-1,"A"
"9647","desaplaudir","vb",1,"A"
"9648","desapoderar","vb",0,"A"
"9649","desapoiar","vb",1,"A"
"9650","desapontada","adj",-1,"A"
"9651","desapontadas","adj",-1,"A"
"9652","desapontado","adj",-1,"A"
"9653","desapontador","adj",-1,"A"
"9654","desapontadora","adj",-1,"A"
"9655","desapontadoras","adj",-1,"A"
"9656","desapontadores","adj",-1,"A"
"9657","desapontados","adj",-1,"A"
"9658","desaportar","vb",1,"A"
"9659","desapossada","adj",-1,"A"
"9660","desapossadas","adj",-1,"A"
"9661","desapossado","adj",-1,"A"
"9662","desapossados","adj",-1,"A"
"9663","desapossar","vb",0,"A"
"9664","desapossar-se","vb",-1,"A"
"9665","desaprecar","vb",-1,"A"
"9666","desapreciar","vb",-1,"A"
"9667","desaprimorado","adj",-1,"A"
"9668","desapropositado","adj",-1,"A"
"9669","desapropriada","adj",-1,"A"
"9670","desapropriadas","adj",-1,"A"
"9671","desapropriado","adj",-1,"A"
"9672","desapropriados","adj",-1,"A"
"9673","desapropriar","vb",0,"A"
"9674","desaprovador","adj",-1,"A"
"9675","desaprovadora","adj",-1,"A"
"9676","desaprovadoras","adj",-1,"A"
"9677","desaprovadores","adj",-1,"A"
"9678","desaprovar","vb",1,"A"
"9679","desaproveitada","adj",-1,"A"
"9680","desaproveitadas","adj",-1,"A"
"9681","desaproveitado","adj",-1,"A"
"9682","desaproveitados","adj",-1,"A"
"9683","desaproveitar","vb",0,"A"
"9684","desaproximar","vb",0,"A"
"9685","desaprumar","vb",1,"A"
"9686","desaquecer","vb",1,"A"
"9687","desarar","vb",-1,"A"
"9688","desarmada","adj",-1,"A"
"9689","desarmadas","adj",-1,"A"
"9690","desarmado","adj",-1,"A"
"9691","desarmados","adj",-1,"A"
"9692","desarmante","adj",1,"A"
"9693","desarmantes","adj",1,"A"
"9694","desarmar","vb",1,"A"
"9695","desarmonizar","vb",-1,"A"
"9696","desarraigar","vb",0,"A"
"9697","desarraigar-se","vb",1,"A"
"9698","desarranjada","adj",-1,"A"
"9699","desarranjadas","adj",-1,"A"
"9700","desarranjado","adj",-1,"A"
"9701","desarranjados","adj",-1,"A"
"9702","desarranjar","vb",-1,"A"
"9703","desarranjar-se","vb",1,"A"
"9704","desarrazoada","adj",-1,"A"
"9705","desarrazoadas","adj",-1,"A"
"9706","desarrazoado","adj",-1,"A"
"9707","desarrazoados","adj",-1,"A"
"9708","desarrimar","vb",-1,"A"
"9709","desarrochar","vb",0,"A"
"9710","desarrugar","vb",0,"A"
"9711","desarrumada","adj",-1,"A"
"9712","desarrumadas","adj",-1,"A"
"9713","desarrumado","adj",-1,"A"
"9714","desarrumados","adj",-1,"A"
"9715","desarrumar","vb",-1,"A"
"9716","desarticulada","adj",-1,"A"
"9717","desarticuladas","adj",-1,"A"
"9718","desarticulado","adj",-1,"A"
"9719","desarticulados","adj",-1,"A"
"9720","desarticular","vb",1,"A"
"9721","desasar","vb",-1,"A"
"9722","desassazonado","adj",-1,"A"
"9723","desasseado","adj",-1,"A"
"9724","desassisada","adj",-1,"A"
"9725","desassisadas","adj",-1,"A"
"9726","desassisado","adj",-1,"A"
"9727","desassisados","adj",-1,"A"
"9728","desassombrada","adj",0,"A"
"9729","desassombradas","adj",0,"A"
"9730","desassombrado","adj",0,"A"
"9731","desassombrados","adj",0,"A"
"9732","desassossegada","adj",-1,"A"
"9733","desassossegadas","adj",-1,"A"
"9734","desassossegado","adj",-1,"A"
"9735","desassossegados","adj",-1,"A"
"9736","desassossegar","vb",0,"A"
"9737","desastrada","adj",-1,"A"
"9738","desastradas","adj",-1,"A"
"9739","desastrado","adj",-1,"A"
"9740","desastrados","adj",-1,"A"
"9741","desastre","adj",-1,"A"
"9742","desastrosa","adj",-1,"A"
"9743","desastrosas","adj",1,"A"
"9744","desastroso","adj",1,"A"
"9745","desastrosos","adj",-1,"A"
"9746","desatada","adj",0,"A"
"9747","desatadas","adj",0,"A"
"9748","desatado","adj",0,"A"
"9749","desatados","adj",0,"A"
"9750","desatar","vb",-1,"A"
"9751","desatar-se","vb",1,"A"
"9752","desatarraxar","vb",1,"A"
"9753","desataviar","vb",1,"A"
"9754","desatemorizar","vb",1,"A"
"9755","desatencioso","adj",-1,"A"
"9756","desatender","vb",-1,"A"
"9757","desatenta","adj",-1,"M"
"9758","desatentas","adj",-1,"M"
"9759","desatento","adj",-1,"M"
"9760","desatentos","adj",-1,"M"
"9761","desaterrar","vb",0,"A"
"9762","desatestar","vb",1,"A"
"9763","desatinada","adj",-1,"A"
"9764","desatinadas","adj",-1,"A"
"9765","desatinado","adj",-1,"A"
"9766","desatinados","adj",-1,"A"
"9767","desatinar","vb",1,"A"
"9768","desativar","vb",1,"A"
"9769","desatracar","vb",1,"A"
"9770","desatracar-se","vb",1,"A"
"9771","desatrelar","vb",1,"A"
"9772","desatremar","vb",-1,"A"
"9773","desaustinada","adj",-1,"A"
"9774","desaustinadas","adj",-1,"A"
"9775","desaustinado","adj",-1,"A"
"9776","desaustinados","adj",-1,"A"
"9777","desautorar","vb",1,"A"
"9778","desautorar-se","vb",0,"A"
"9779","desautorizar","vb",1,"A"
"9780","desauxiliado","adj",-1,"A"
"9781","desaventurado","adj",-1,"A"
"9782","desavergonhada","adj",-1,"A"
"9783","desavergonhadas","adj",-1,"A"
"9784","desavergonhado","adj",-1,"A"
"9785","desavergonhados","adj",-1,"A"
"9786","desavir","vb",-1,"A"
"9787","desavisada","adj",-1,"A"
"9788","desavisadas","adj",-1,"A"
"9789","desavisado","adj",-1,"A"
"9790","desavisados","adj",-1,"A"
"9791","desazado","adj",-1,"A"
"9792","desbagoar","vb",-1,"A"
"9793","desbandalhar","vb",0,"A"
"9794","desbaratada","adj",-1,"A"
"9795","desbaratadas","adj",-1,"A"
"9796","desbaratado","adj",-1,"A"
"9797","desbaratador","adj",-1,"A"
"9798","desbaratadora","adj",-1,"A"
"9799","desbaratadoras","adj",-1,"A"
"9800","desbaratadores","adj",-1,"A"
"9801","desbaratados","adj",-1,"A"
"9802","desbaratar","vb",-1,"A"
"9803","desbarrancar","vb",0,"A"
"9804","desbarrar","vb",0,"A"
"9805","desbastar","vb",0,"A"
"9806","desbastardar","vb",1,"A"
"9807","desbastecer","vb",0,"A"
"9808","desbeber","vb",1,"A"
"9809","desbloquear","vb",-1,"A"
"9810","desbocada","adj",-1,"A"
"9811","desbocadas","adj",-1,"A"
"9812","desbocado","adj",-1,"A"
"9813","desbocados","adj",-1,"A"
"9814","desbocar","vb",-1,"A"
"9815","desborcelar","vb",-1,"A"
"9816","desborcinar","vb",-1,"A"
"9817","desbordar","vb",1,"A"
"9818","desboroar","vb",1,"A"
"9819","desbotada","adj",-1,"A"
"9820","desbotadas","adj",-1,"A"
"9821","desbotado","adj",-1,"A"
"9822","desbotados","adj",-1,"A"
"9823","desbotar","vb",-1,"A"
"9824","desbotoar","vb",1,"A"
"9825","desbragada","adj",-1,"A"
"9826","desbragadas","adj",-1,"A"
"9827","desbragado","adj",-1,"A"
"9828","desbragados","adj",-1,"A"
"9829","desbravador","adj",0,"A"
"9830","desbravadora","adj",0,"A"
"9831","desbravadoras","adj",0,"A"
"9832","desbravadores","adj",0,"A"
"9833","desbravar","vb",1,"A"
"9834","desbravejar","vb",1,"A"
"9835","desbrecar","vb",1,"A"
"9836","desbriar","vb",-1,"A"
"9837","desbrochar","vb",0,"A"
"9838","desbulhar","vb",-1,"A"
"9839","descabecar","vb",1,"A"
"9840","descabelada","adj",-1,"M"
"9841","descabeladas","adj",-1,"M"
"9842","descabelado","adj",-1,"M"
"9843","descabelados","adj",-1,"M"
"9844","descabelar-se","vb",1,"A"
"9845","descabida","adj",-1,"A"
"9846","descabidas","adj",-1,"A"
"9847","descabido","adj",-1,"A"
"9848","descabidos","adj",-1,"A"
"9849","descadeirada","adj",-1,"A"
"9850","descadeiradas","adj",-1,"A"
"9851","descadeirado","adj",-1,"A"
"9852","descadeirados","adj",-1,"A"
"9853","descadeirar","vb",-1,"A"
"9854","descair","vb",1,"A"
"9855","descalca","adj",-1,"A"
"9856","descalcar","vb",0,"A"
"9857","descalcas","adj",-1,"A"
"9858","descalco","adj",-1,"A"
"9859","descalcos","adj",-1,"A"
"9860","descalvado","adj",-1,"A"
"9861","descambar","vb",0,"A"
"9862","descaminhar","vb",-1,"A"
"9863","descaminhar-se","vb",1,"A"
"9864","descamisada","adj",-1,"A"
"9865","descamisadas","adj",-1,"A"
"9866","descamisado","adj",-1,"A"
"9867","descamisados","adj",-1,"A"
"9868","descansada","adj",0,"A"
"9869","descansadas","adj",0,"A"
"9870","descansado","adj",0,"A"
"9871","descansados","adj",0,"A"
"9872","descansar","vb",1,"A"
"9873","descantar","vb",0,"A"
"9874","descaracterizar","vb",1,"A"
"9875","descarada","adj",1,"A"
"9876","descaradamenteo","adj",1,"A"
"9877","descaradas","adj",-1,"A"
"9878","descarado","adj",-1,"A"
"9879","descarados","adj",-1,"A"
"9880","descarinhoso","adj",-1,"A"
"9881","descarnada","adj",-1,"A"
"9882","descarnadas","adj",-1,"A"
"9883","descarnado","adj",-1,"A"
"9884","descarnados","adj",-1,"A"
"9885","descarnar","vb",0,"A"
"9886","descarregar","vb",-1,"A"
"9887","descarretar","vb",-1,"A"
"9888","descarrilar","vb",1,"A"
"9889","descartaveis","adj",-1,"M"
"9890","descartavel","adj",-1,"M"
"9891","descasada","adj",0,"A"
"9892","descasadas","adj",0,"A"
"9893","descasado","adj",0,"A"
"9894","descasados","adj",0,"A"
"9895","descascada","adj",-1,"A"
"9896","descascadas","adj",-1,"A"
"9897","descascado","adj",-1,"A"
"9898","descascados","adj",-1,"A"
"9899","descascar","vb",0,"A"
"9900","descativar","vb",1,"A"
"9901","descautelada","adj",-1,"A"
"9902","descauteladas","adj",-1,"A"
"9903","descautelado","adj",-1,"A"
"9904","descautelados","adj",-1,"A"
"9905","descavalgar","vb",-1,"A"
"9906","descavar","vb",0,"A"
"9907","descendente","adj",-1,"A"
"9908","descendentes","adj",-1,"A"
"9909","descender","vb",0,"A"
"9910","descente","adj",0,"A"
"9911","descentes","adj",0,"A"
"9912","descer","vb",0,"A"
"9913","descerebrar","vb",1,"A"
"9914","descerimoniosa","adj",1,"A"
"9915","descerimoniosas","adj",1,"A"
"9916","descerimonioso","adj",1,"A"
"9917","descerimoniosos","adj",1,"A"
"9918","descerrada","adj",-1,"A"
"9919","descerradas","adj",-1,"A"
"9920","descerrado","adj",-1,"A"
"9921","descerrados","adj",-1,"A"
"9922","descerrar","vb",0,"A"
"9923","descerrar-se","vb",1,"A"
"9924","descingir","vb",1,"A"
"9925","descivilizar","vb",1,"A"
"9926","desclassificada","adj",-1,"A"
"9927","desclassificadas","adj",-1,"A"
"9928","desclassificado","adj",-1,"A"
"9929","desclassificados","adj",-1,"A"
"9930","descoberta","adj",1,"A"
"9931","descobertas","adj",1,"A"
"9932","descoberto","adj",1,"A"
"9933","descobertos","adj",1,"A"
"9934","descobridor","adj",0,"A"
"9935","descobridora","adj",0,"A"
"9936","descobridoras","adj",0,"A"
"9937","descobridores","adj",0,"A"
"9938","descobrir","vb",-1,"A"
"9939","descodificar","vb",0,"A"
"9940","descolada","adj",0,"A"
"9941","descoladas","adj",0,"A"
"9942","descolado","adj",0,"A"
"9943","descolados","adj",0,"A"
"9944","descolocar","vb",0,"A"
"9945","descolorar","vb",-1,"A"
"9946","descolorir","vb",-1,"A"
"9947","descombinar","vb",-1,"A"
"9948","descomedida","adj",-1,"A"
"9949","descomedidas","adj",-1,"A"
"9950","descomedido","adj",-1,"A"
"9951","descomedidos","adj",-1,"A"
"9952","descometer","vb",-1,"A"
"9953","descompensar","vb",0,"A"
"9954","descomplexada","adj",1,"A"
"9955","descomplexadas","adj",1,"A"
"9956","descomplexado","adj",1,"A"
"9957","descomplexados","adj",1,"A"
"9958","descompor","vb",-1,"A"
"9959","descomposta","adj",0,"A"
"9960","descompostas","adj",0,"A"
"9961","descomposto","adj",0,"A"
"9962","descompostos","adj",0,"A"
"9963","descomprimir","vb",0,"A"
"9964","descomprimir-se","vb",1,"A"
"9965","descomprometida","adj",0,"A"
"9966","descomprometidas","adj",0,"A"
"9967","descomprometido","adj",0,"A"
"9968","descomprometidos","adj",0,"A"
"9969","descompromissada","adj",0,"M"
"9970","descompromissadas","adj",0,"M"
"9971","descompromissado","adj",0,"M"
"9972","descompromissados","adj",0,"M"
"9973","descomunais","adj",-1,"A"
"9974","descomunal","adj",-1,"A"
"9975","desconceituar","vb",1,"A"
"9976","desconcentrada","adj",-1,"A"
"9977","desconcentradas","adj",-1,"A"
"9978","desconcentrado","adj",-1,"A"
"9979","desconcentrados","adj",-1,"A"
"9980","desconcentrar","vb",1,"A"
"9981","desconcertada","adj",-1,"A"
"9982","desconcertadas","adj",-1,"A"
"9983","desconcertado","adj",-1,"A"
"9984","desconcertados","adj",-1,"A"
"9985","desconcertante","adj",-1,"M"
"9986","desconcertantes","adj",-1,"M"
"9987","desconcertar","vb",-1,"A"
"9988","desconchavar","vb",1,"A"
"9989","desconchegar","vb",-1,"A"
"9990","desconciliar","vb",-1,"A"
"9991","desconectar","vb",1,"A"
"9992","desconexa","adj",-1,"M"
"9993","desconexas","adj",-1,"M"
"9994","desconexo","adj",-1,"M"
"9995","desconexos","adj",-1,"M"
"9996","desconfiada","adj",-1,"A"
"9997","desconfiadas","adj",-1,"A"
"9998","desconfiado","adj",-1,"A"
"9999","desconfiados","adj",-1,"A"
"10000","desconfiar","vb",1,"A"
"10001","desconformar","vb",-1,"A"
"10002","desconfortaveis","adj",-1,"M"
"10003","desconfortavel","adj",-1,"M"
"10004","descongelar","vb",1,"A"
"10005","descongestionar","vb",-1,"A"
"10006","desconhecedor","adj",-1,"A"
"10007","desconhecedora","adj",-1,"A"
"10008","desconhecedoras","adj",-1,"A"
"10009","desconhecedores","adj",-1,"A"
"10010","desconhecida","adj",-1,"A"
"10011","desconhecidas","adj",-1,"A"
"10012","desconhecido","adj",-1,"A"
"10013","desconhecidos","adj",-1,"A"
"10014","desconjuntar","vb",-1,"A"
"10015","desconjuntar-se","vb",1,"A"
"10016","desconjurar","vb",-1,"A"
"10017","desconsagrar","vb",1,"A"
"10018","desconsentir","vb",-1,"A"
"10019","desconsertar","vb",-1,"A"
"10020","desconsiderada","adj",0,"A"
"10021","desconsideradas","adj",0,"A"
"10022","desconsiderado","adj",0,"A"
"10023","desconsiderados","adj",0,"A"
"10024","desconsiderar","vb",-1,"A"
"10025","desconsolada","adj",-1,"A"
"10026","desconsoladas","adj",-1,"A"
"10027","desconsolado","adj",-1,"A"
"10028","desconsolados","adj",-1,"A"
"10029","descontar","vb",0,"A"
"10030","descontentar","vb",1,"A"
"10031","descontente","adj",-1,"A"
"10032","descontentes","adj",-1,"A"
"10033","descontinua","adj",-1,"A"
"10034","descontinuar","vb",0,"A"
"10035","descontinuas","adj",-1,"A"
"10036","descontinuo","adj",-1,"A"
"10037","descontinuos","adj",-1,"A"
"10038","descontraida","adj",1,"A"
"10039","descontraidas","adj",1,"A"
"10040","descontraido","adj",1,"A"
"10041","descontraidos","adj",1,"A"
"10042","descontrolada","adj",-1,"A"
"10043","descontroladas","adj",-1,"A"
"10044","descontrolado","adj",-1,"A"
"10045","descontrolados","adj",-1,"A"
"10046","descontrolar","vb",-1,"A"
"10047","descontrucao","adj",1,"A"
"10048","desconvencer","vb",0,"A"
"10049","desconversar","vb",1,"A"
"10050","desconvir","vb",1,"A"
"10051","descoordenada","adj",-1,"A"
"10052","descoordenadas","adj",-1,"A"
"10053","descoordenado","adj",-1,"A"
"10054","descoordenados","adj",-1,"A"
"10055","descoracar","vb",0,"A"
"10056","descoracoar","vb",0,"A"
"10057","descorada","adj",-1,"A"
"10058","descoradas","adj",-1,"A"
"10059","descorado","adj",-1,"A"
"10060","descorados","adj",-1,"A"
"10061","descorar","vb",-1,"A"
"10062","descoroar","vb",1,"A"
"10063","descorocoada","adj",-1,"A"
"10064","descorocoadas","adj",-1,"A"
"10065","descorocoado","adj",-1,"A"
